"country","mes","cancelaciones_mensuales","personas_mensuales","reservas_mensuales","cancelaciones_acumuladas","personas_acumuladas","reservas_acumuladas","ratio_cancelaciones","region","country_name"
"BRA",2016-07-01,29,170,65,184,1350,638,28.8,"Americas","Brazil"
"CHE",2016-07-01,13,208,90,83,1226,585,14.2,"Europe","Switzerland"
"CHL",2016-07-01,0,8,4,7,70,34,20.6,"Americas","Chile"
"CHN",2016-07-01,41,268,120,179,1362,664,27,"Asia","China"
"COL",2016-07-01,0,5,2,3,51,25,12,"Americas","Colombia"
"CPV",2016-07-01,1,2,1,9,20,11,81.8,"Africa","Cape Verde"
"CYP",2016-07-01,1,2,1,1,7,5,20,"Europe","Cyprus"
"CZE",2016-07-01,5,15,9,10,98,58,17.2,"Europe","Czechia"
"DEU",2016-07-01,33,626,294,224,4797,2529,8.9,"Europe","Germany"
"DNK",2016-07-01,8,102,39,17,308,145,11.7,"Europe","Denmark"
"DZA",2016-07-01,2,8,3,6,75,50,12,"Africa","Algeria"
"EGY",2016-07-01,0,2,1,0,25,16,0,"Africa","Egypt"
"ESP",2016-07-01,136,808,350,660,8279,3954,16.7,"Europe","Spain"
"EST",2016-07-01,0,2,1,3,42,19,15.8,"Europe","Estonia"
"FIN",2016-07-01,5,62,26,21,384,188,11.2,"Europe","Finland"
"FRA",2016-07-01,86,902,394,424,8006,3947,10.7,"Europe","France"
"GBR",2016-07-01,109,1055,476,529,8190,4157,12.7,"Europe","United Kingdom"
"GEO",2016-07-01,2,3,2,5,10,6,83.3,"Europe","Georgia"
"GGY",2016-07-01,2,4,2,2,4,2,100,"Europe","Guernsey"
"GIB",2016-07-01,0,4,1,2,21,9,22.2,"Europe","Gibraltar"
"GRC",2016-07-01,1,10,5,7,85,54,13,"Europe","Greece"
"HKG",2016-07-01,3,8,3,10,20,10,100,"Asia","Hong Kong SAR China"
"HUN",2016-07-01,2,16,7,15,133,71,21.1,"Europe","Hungary"
"IDN",2016-07-01,2,5,2,5,17,9,55.6,"Asia","Indonesia"
"IND",2016-07-01,4,21,8,13,124,61,21.3,"Asia","India"
"IRL",2016-07-01,22,279,128,160,2532,1245,12.9,"Europe","Ireland"
"IRN",2016-07-01,0,2,1,8,60,32,25,"Africa","Iran"
"ISL",2016-07-01,2,2,2,2,35,19,10.5,"Europe","Iceland"
"ISR",2016-07-01,15,52,23,41,499,259,15.8,"Africa","Israel"
"ITA",2016-07-01,54,310,129,416,2899,1419,29.3,"Europe","Italy"
"JPN",2016-07-01,2,29,12,12,155,80,15,"Asia","Japan"
"KAZ",2016-07-01,0,5,2,2,19,10,20,"Europe","Kazakhstan"
"KOR",2016-07-01,0,5,2,14,97,48,29.2,"Asia","South Korea"
"LBN",2016-07-01,0,5,2,2,29,15,13.3,"Africa","Lebanon"
"LTU",2016-07-01,0,4,2,2,58,29,6.9,"Europe","Lithuania"
"LUX",2016-07-01,6,28,13,20,177,84,23.8,"Europe","Luxembourg"
"LVA",2016-07-01,0,5,2,1,40,20,5,"Europe","Latvia"
"MAC",2016-07-01,2,4,2,2,4,2,100,"Asia","Macao SAR China"
"MAR",2016-07-01,6,27,10,14,165,76,18.4,"Africa","Morocco"
"MDV",2016-07-01,1,2,1,2,4,2,100,"Asia","Maldives"
"MEX",2016-07-01,0,11,4,3,67,35,8.6,"Americas","Mexico"
"MLT",2016-07-01,0,2,2,0,7,5,0,"Africa","Malta"
"MOZ",2016-07-01,2,13,5,6,42,24,25,"Africa","Mozambique"
"NLD",2016-07-01,21,238,105,97,1542,797,12.2,"Europe","Netherlands"
"NOR",2016-07-01,1,143,55,13,369,177,7.3,"Europe","Norway"
"NULL",2016-07-01,6,31,19,42,421,298,14.1,"Other","Other"
"NZL",2016-07-01,0,11,5,3,70,39,7.7,"Asia","New Zealand"
"PAK",2016-07-01,1,2,1,5,10,6,83.3,"Asia","Pakistan"
"POL",2016-07-01,6,70,32,71,792,391,18.2,"Europe","Poland"
"PRI",2016-07-01,0,2,1,0,11,7,0,"Americas","Puerto Rico"
"ROU",2016-07-01,7,72,33,16,309,152,10.5,"Europe","Romania"
"RUS",2016-07-01,13,51,22,56,404,213,26.3,"Europe","Russia"
"SAU",2016-07-01,1,4,2,18,51,26,69.2,"Africa","Saudi Arabia"
"SGP",2016-07-01,1,4,2,5,34,16,31.2,"Asia","Singapore"
"SVK",2016-07-01,0,2,1,2,23,12,16.7,"Europe","Slovakia"
"SVN",2016-07-01,0,4,2,8,45,28,28.6,"Europe","Slovenia"
"SWE",2016-07-01,13,148,60,51,694,352,14.5,"Europe","Sweden"
"TUN",2016-07-01,2,5,2,10,48,24,41.7,"Africa","Tunisia"
"TUR",2016-07-01,6,18,7,41,219,118,34.7,"Europe","Turkey"
"TWN",2016-07-01,0,3,1,3,32,15,20,"Asia","Taiwan"
"UKR",2016-07-01,2,6,4,6,55,29,20.7,"Europe","Ukraine"
"URY",2016-07-01,0,4,1,1,21,10,10,"Americas","Uruguay"
"USA",2016-07-01,28,257,117,108,1422,701,15.4,"Americas","United States"
"VNM",2016-07-01,0,2,1,0,2,1,0,"Asia","Vietnam"
"ZAF",2016-07-01,3,7,4,12,53,27,44.4,"Africa","South Africa"
"AGO",2016-08-01,5,19,10,91,285,170,53.5,"Africa","Angola"
"ARE",2016-08-01,1,3,1,21,60,27,77.8,"Africa","United Arab Emirates"
"ARG",2016-08-01,1,10,5,22,222,104,21.2,"Americas","Argentina"
"AUS",2016-08-01,4,46,21,26,279,137,19,"Asia","Australia"
"AUT",2016-08-01,11,132,58,42,1150,593,7.1,"Europe","Austria"
"BEL",2016-08-01,19,307,133,130,1909,921,14.1,"Europe","Belgium"
"BGR",2016-08-01,1,2,1,8,70,37,21.6,"Europe","Bulgaria"
"BLR",2016-08-01,2,4,2,2,17,11,18.2,"Europe","Belarus"
"BRA",2016-08-01,17,131,52,201,1481,690,29.1,"Americas","Brazil"
"CHE",2016-08-01,20,138,68,103,1364,653,15.8,"Europe","Switzerland"
"CHL",2016-08-01,0,2,1,7,72,35,20,"Americas","Chile"
"CHN",2016-08-01,24,214,95,203,1576,759,26.7,"Asia","China"
"COL",2016-08-01,1,3,1,4,54,26,15.4,"Americas","Colombia"
"CYP",2016-08-01,0,6,2,1,13,7,14.3,"Europe","Cyprus"
"CZE",2016-08-01,0,58,30,10,156,88,11.4,"Europe","Czechia"
"DEU",2016-08-01,85,896,420,309,5693,2949,10.5,"Europe","Germany"
"DNK",2016-08-01,1,29,12,18,337,157,11.5,"Europe","Denmark"
"DZA",2016-08-01,4,24,10,10,99,60,16.7,"Africa","Algeria"
"EGY",2016-08-01,0,3,2,0,28,18,0,"Africa","Egypt"
"ESP",2016-08-01,229,1574,648,889,9853,4602,19.3,"Europe","Spain"
"EST",2016-08-01,1,6,3,4,48,22,18.2,"Europe","Estonia"
"FIN",2016-08-01,2,26,12,23,410,200,11.5,"Europe","Finland"
"FRA",2016-08-01,159,1408,601,583,9414,4548,12.8,"Europe","France"
"GBR",2016-08-01,147,1109,485,676,9299,4642,14.6,"Europe","United Kingdom"
"GEO",2016-08-01,4,13,6,9,23,12,75,"Europe","Georgia"
"GIB",2016-08-01,3,6,3,5,27,12,41.7,"Europe","Gibraltar"
"GRC",2016-08-01,5,17,7,12,102,61,19.7,"Europe","Greece"
"HKG",2016-08-01,1,2,1,11,22,11,100,"Asia","Hong Kong SAR China"
"HRV",2016-08-01,1,10,4,8,79,38,21.1,"Europe","Croatia"
"HUN",2016-08-01,5,18,8,20,151,79,25.3,"Europe","Hungary"
"IND",2016-08-01,0,4,1,13,128,62,21,"Asia","India"
"IRL",2016-08-01,28,235,109,188,2767,1354,13.9,"Europe","Ireland"
"ISR",2016-08-01,24,107,44,65,606,303,21.5,"Africa","Israel"
"ITA",2016-08-01,110,612,258,526,3511,1677,31.4,"Europe","Italy"
"JPN",2016-08-01,0,17,6,12,172,86,14,"Asia","Japan"
"KOR",2016-08-01,2,4,2,16,101,50,32,"Asia","South Korea"
"LBN",2016-08-01,2,4,2,4,33,17,23.5,"Africa","Lebanon"
"LTU",2016-08-01,0,6,3,2,64,32,6.2,"Europe","Lithuania"
"LUX",2016-08-01,5,47,18,25,224,102,24.5,"Europe","Luxembourg"
"MAR",2016-08-01,22,94,38,36,259,114,31.6,"Africa","Morocco"
"MEX",2016-08-01,0,3,1,3,70,36,8.3,"Americas","Mexico"
"MLT",2016-08-01,2,6,2,2,13,7,28.6,"Africa","Malta"
"MOZ",2016-08-01,3,14,7,9,56,31,29,"Africa","Mozambique"
"MUS",2016-08-01,1,3,1,1,9,5,20,"Africa","Mauritius"
"NLD",2016-08-01,18,278,118,115,1820,915,12.6,"Europe","Netherlands"
"NOR",2016-08-01,6,66,30,19,435,207,9.2,"Europe","Norway"
"NULL",2016-08-01,1,20,9,43,441,307,14,"Other","Other"
"NZL",2016-08-01,0,5,3,3,75,42,7.1,"Asia","New Zealand"
"POL",2016-08-01,16,119,46,87,911,437,19.9,"Europe","Poland"
"PRI",2016-08-01,0,2,1,0,13,8,0,"Americas","Puerto Rico"
"QAT",2016-08-01,1,3,1,5,13,6,83.3,"Africa","Qatar"
"ROU",2016-08-01,16,108,47,32,417,199,16.1,"Europe","Romania"
"RUS",2016-08-01,20,86,35,76,490,248,30.6,"Europe","Russia"
"SRB",2016-08-01,0,2,1,1,95,79,1.3,"Europe","Serbia"
"SVK",2016-08-01,0,9,5,2,32,17,11.8,"Europe","Slovakia"
"SVN",2016-08-01,2,9,3,10,54,31,32.3,"Europe","Slovenia"
"SWE",2016-08-01,8,67,30,59,761,382,15.4,"Europe","Sweden"
"TUN",2016-08-01,1,2,1,11,50,25,44,"Africa","Tunisia"
"TUR",2016-08-01,9,30,14,50,249,132,37.9,"Europe","Turkey"
"UKR",2016-08-01,1,8,3,7,63,32,21.9,"Europe","Ukraine"
"URY",2016-08-01,1,4,2,2,25,12,16.7,"Americas","Uruguay"
"USA",2016-08-01,25,195,85,133,1617,786,16.9,"Americas","United States"
"VEN",2016-08-01,0,2,1,3,28,14,21.4,"Americas","Venezuela"
"VGB",2016-08-01,1,2,1,1,2,1,100,"Americas","British Virgin Islands"
"VNM",2016-08-01,0,2,1,0,4,2,0,"Asia","Vietnam"
"ZAF",2016-08-01,2,8,4,14,61,31,45.2,"Africa","South Africa"
"AGO",2016-09-01,9,35,16,100,320,186,53.8,"Africa","Angola"
"ARE",2016-09-01,3,7,3,24,67,30,80,"Africa","United Arab Emirates"
"ARG",2016-09-01,1,14,7,23,236,111,20.7,"Americas","Argentina"
"AUS",2016-09-01,4,50,25,30,329,162,18.5,"Asia","Australia"
"AUT",2016-09-01,6,88,43,48,1238,636,7.5,"Europe","Austria"
"BEL",2016-09-01,23,274,132,153,2183,1053,14.5,"Europe","Belgium"
"BGR",2016-09-01,0,3,1,8,73,38,21.1,"Europe","Bulgaria"
"BLR",2016-09-01,0,4,2,2,21,13,15.4,"Europe","Belarus"
"BRA",2016-09-01,35,230,105,236,1711,795,29.7,"Americas","Brazil"
"CHE",2016-09-01,18,176,87,121,1540,740,16.4,"Europe","Switzerland"
"CHL",2016-09-01,1,14,6,8,86,41,19.5,"Americas","Chile"
"CHN",2016-09-01,54,357,183,257,1933,942,27.3,"Asia","China"
"COL",2016-09-01,4,13,6,8,67,32,25,"Americas","Colombia"
"CRI",2016-09-01,1,2,1,1,26,13,7.7,"Americas","Costa Rica"
"CYP",2016-09-01,1,5,3,2,18,10,20,"Europe","Cyprus"
"CZE",2016-09-01,2,21,10,12,177,98,12.2,"Europe","Czechia"
"DEU",2016-09-01,70,874,451,379,6567,3400,11.1,"Europe","Germany"
"DNK",2016-09-01,3,25,11,21,362,168,12.5,"Europe","Denmark"
"EGY",2016-09-01,3,8,3,3,36,21,14.3,"Africa","Egypt"
"ESP",2016-09-01,84,559,263,973,10412,4865,20,"Europe","Spain"
"EST",2016-09-01,3,39,17,7,87,39,17.9,"Europe","Estonia"
"FIN",2016-09-01,2,29,13,25,439,213,11.7,"Europe","Finland"
"FRA",2016-09-01,85,775,389,668,10189,4937,13.5,"Europe","France"
"GAB",2016-09-01,1,2,2,1,2,2,50,"Africa","Gabon"
"GBR",2016-09-01,139,1511,738,815,10810,5380,15.1,"Europe","United Kingdom"
"GRC",2016-09-01,0,2,2,12,104,63,19,"Europe","Greece"
"HKG",2016-09-01,1,2,1,12,24,12,100,"Asia","Hong Kong SAR China"
"HRV",2016-09-01,1,4,2,9,83,40,22.5,"Europe","Croatia"
"HUN",2016-09-01,2,19,8,22,170,87,25.3,"Europe","Hungary"
"IND",2016-09-01,0,8,3,13,136,65,20,"Asia","India"
"IRL",2016-09-01,41,406,196,229,3173,1550,14.8,"Europe","Ireland"
"IRN",2016-09-01,1,28,13,9,88,45,20,"Africa","Iran"
"ISL",2016-09-01,1,6,2,3,41,21,14.3,"Europe","Iceland"
"ISR",2016-09-01,6,46,20,71,652,323,22,"Africa","Israel"
"ITA",2016-09-01,34,430,227,560,3941,1904,29.4,"Europe","Italy"
"JEY",2016-09-01,2,4,2,2,4,2,100,"Europe","Jersey"
"JOR",2016-09-01,1,2,1,1,16,11,9.1,"Africa","Jordan"
"JPN",2016-09-01,2,23,11,14,195,97,14.4,"Asia","Japan"
"KAZ",2016-09-01,0,2,1,2,21,11,18.2,"Europe","Kazakhstan"
"KOR",2016-09-01,3,14,7,19,115,57,33.3,"Asia","South Korea"
"LBN",2016-09-01,0,2,1,4,35,18,22.2,"Africa","Lebanon"
"LIE",2016-09-01,0,2,1,0,4,2,0,"Europe","Liechtenstein"
"LTU",2016-09-01,0,18,9,2,82,41,4.9,"Europe","Lithuania"
"LUX",2016-09-01,2,9,4,27,233,106,25.5,"Europe","Luxembourg"
"LVA",2016-09-01,1,11,5,2,51,25,8,"Europe","Latvia"
"MAR",2016-09-01,6,28,13,42,287,127,33.1,"Africa","Morocco"
"MEX",2016-09-01,2,9,4,5,79,40,12.5,"Americas","Mexico"
"MOZ",2016-09-01,1,2,1,10,58,32,31.2,"Africa","Mozambique"
"MYS",2016-09-01,1,4,2,1,25,13,7.7,"Asia","Malaysia"
"NGA",2016-09-01,0,2,1,9,27,13,69.2,"Africa","Nigeria"
"NLD",2016-09-01,22,191,95,137,2011,1010,13.6,"Europe","Netherlands"
"NOR",2016-09-01,7,50,25,26,485,232,11.2,"Europe","Norway"
"NULL",2016-09-01,0,19,11,43,460,318,13.5,"Other","Other"
"NZL",2016-09-01,0,7,3,3,82,45,6.7,"Asia","New Zealand"
"PER",2016-09-01,0,5,2,1,18,11,9.1,"Americas","Peru"
"POL",2016-09-01,10,111,52,97,1022,489,19.8,"Europe","Poland"
"PRI",2016-09-01,0,1,1,0,14,9,0,"Americas","Puerto Rico"
"ROU",2016-09-01,3,31,16,35,448,215,16.3,"Europe","Romania"
"RUS",2016-09-01,12,58,28,88,548,276,31.9,"Europe","Russia"
"SAU",2016-09-01,2,4,2,20,55,28,71.4,"Africa","Saudi Arabia"
"SEN",2016-09-01,0,2,1,1,6,3,33.3,"Africa","Senegal"
"SVK",2016-09-01,0,5,2,2,37,19,10.5,"Europe","Slovakia"
"SVN",2016-09-01,0,1,1,10,55,32,31.2,"Europe","Slovenia"
"SWE",2016-09-01,6,70,37,65,831,419,15.5,"Europe","Sweden"
"THA",2016-09-01,0,6,3,7,46,21,33.3,"Asia","Thailand"
"TUN",2016-09-01,0,2,1,11,52,26,42.3,"Africa","Tunisia"
"TUR",2016-09-01,9,33,15,59,282,147,40.1,"Europe","Turkey"
"TZA",2016-09-01,2,3,2,2,6,3,66.7,"Africa","Tanzania"
"UKR",2016-09-01,1,2,1,8,65,33,24.2,"Europe","Ukraine"
"URY",2016-09-01,1,4,2,3,29,14,21.4,"Americas","Uruguay"
"USA",2016-09-01,29,243,127,162,1860,913,17.7,"Americas","United States"
"VEN",2016-09-01,4,8,4,7,36,18,38.9,"Americas","Venezuela"
"VNM",2016-09-01,0,2,1,0,6,3,0,"Asia","Vietnam"
"ZAF",2016-09-01,0,4,2,14,65,33,42.4,"Africa","South Africa"
"AGO",2016-10-01,5,16,9,105,336,195,53.8,"Africa","Angola"
"ARG",2016-10-01,2,12,5,25,248,116,21.6,"Americas","Argentina"
"AUS",2016-10-01,1,30,15,31,359,177,17.5,"Asia","Australia"
"AUT",2016-10-01,42,184,85,90,1422,721,12.5,"Europe","Austria"
"BEL",2016-10-01,42,284,147,195,2467,1200,16.2,"Europe","Belgium"
"BGR",2016-10-01,0,5,3,8,78,41,19.5,"Europe","Bulgaria"
"BIH",2016-10-01,1,3,3,1,11,8,12.5,"Europe","Bosnia & Herzegovina"
"BRA",2016-10-01,44,241,112,280,1952,907,30.9,"Americas","Brazil"
"CHE",2016-10-01,29,278,121,150,1818,861,17.4,"Europe","Switzerland"
"CHL",2016-10-01,1,5,2,9,91,43,20.9,"Americas","Chile"
"CHN",2016-10-01,57,262,137,314,2195,1079,29.1,"Asia","China"
"COL",2016-10-01,0,2,1,8,69,33,24.2,"Americas","Colombia"
"CPV",2016-10-01,0,4,3,9,24,14,64.3,"Africa","Cape Verde"
"CYP",2016-10-01,0,3,3,2,21,13,15.4,"Europe","Cyprus"
"CZE",2016-10-01,7,19,11,19,196,109,17.4,"Europe","Czechia"
"DEU",2016-10-01,85,1158,582,464,7725,3982,11.7,"Europe","Germany"
"DNK",2016-10-01,12,47,24,33,409,192,17.2,"Europe","Denmark"
"DOM",2016-10-01,0,2,1,0,8,4,0,"Americas","Dominican Republic"
"DZA",2016-10-01,3,13,6,13,112,66,19.7,"Africa","Algeria"
"ECU",2016-10-01,1,2,1,2,13,7,28.6,"Americas","Ecuador"
"EGY",2016-10-01,0,4,2,3,40,23,13,"Africa","Egypt"
"ESP",2016-10-01,75,528,276,1048,10940,5141,20.4,"Europe","Spain"
"EST",2016-10-01,2,14,6,9,101,45,20,"Europe","Estonia"
"FIN",2016-10-01,6,49,20,31,488,233,13.3,"Europe","Finland"
"FRA",2016-10-01,149,1244,621,817,11433,5558,14.7,"Europe","France"
"GAB",2016-10-01,0,3,1,1,5,3,33.3,"Africa","Gabon"
"GBR",2016-10-01,125,1697,857,940,12507,6237,15.1,"Europe","United Kingdom"
"GRC",2016-10-01,3,11,6,15,115,69,21.7,"Europe","Greece"
"HKG",2016-10-01,4,8,4,16,32,16,100,"Asia","Hong Kong SAR China"
"HRV",2016-10-01,1,6,2,10,89,42,23.8,"Europe","Croatia"
"HUN",2016-10-01,7,31,15,29,201,102,28.4,"Europe","Hungary"
"IND",2016-10-01,3,19,8,16,155,73,21.9,"Asia","India"
"IRL",2016-10-01,112,497,245,341,3670,1795,19,"Europe","Ireland"
"IRN",2016-10-01,2,4,2,11,92,47,23.4,"Africa","Iran"
"ISR",2016-10-01,21,106,45,92,758,368,25,"Africa","Israel"
"ITA",2016-10-01,63,311,152,623,4252,2056,30.3,"Europe","Italy"
"JEY",2016-10-01,1,2,1,3,6,3,100,"Europe","Jersey"
"JOR",2016-10-01,0,1,1,1,17,12,8.3,"Africa","Jordan"
"JPN",2016-10-01,1,12,7,15,207,104,14.4,"Asia","Japan"
"KOR",2016-10-01,1,7,4,20,122,61,32.8,"Asia","South Korea"
"KWT",2016-10-01,0,2,1,2,16,8,25,"Africa","Kuwait"
"LTU",2016-10-01,1,6,3,3,88,44,6.8,"Europe","Lithuania"
"LUX",2016-10-01,1,36,20,28,269,126,22.2,"Europe","Luxembourg"
"LVA",2016-10-01,0,2,1,2,53,26,7.7,"Europe","Latvia"
"MAR",2016-10-01,0,5,2,42,292,129,32.6,"Africa","Morocco"
"MDV",2016-10-01,0,2,1,2,6,3,66.7,"Asia","Maldives"
"MEX",2016-10-01,1,3,2,6,82,42,14.3,"Americas","Mexico"
"MKD",2016-10-01,2,4,2,2,9,3,66.7,"Europe","North Macedonia"
"MYS",2016-10-01,0,3,1,1,28,14,7.1,"Asia","Malaysia"
"NGA",2016-10-01,2,6,3,11,33,16,68.8,"Africa","Nigeria"
"NLD",2016-10-01,28,230,108,165,2241,1118,14.8,"Europe","Netherlands"
"NOR",2016-10-01,24,78,36,50,563,268,18.7,"Europe","Norway"
"NULL",2016-10-01,2,39,27,45,499,345,13,"Other","Other"
"NZL",2016-10-01,0,4,2,3,86,47,6.4,"Asia","New Zealand"
"OMN",2016-10-01,0,4,2,3,30,14,21.4,"Africa","Oman"
"PER",2016-10-01,0,4,2,1,22,13,7.7,"Americas","Peru"
"PHL",2016-10-01,0,2,1,3,15,7,42.9,"Asia","Philippines"
"POL",2016-10-01,4,61,33,101,1083,522,19.3,"Europe","Poland"
"ROU",2016-10-01,13,47,26,48,495,241,19.9,"Europe","Romania"
"RUS",2016-10-01,10,84,39,98,632,315,31.1,"Europe","Russia"
"SGP",2016-10-01,0,1,1,5,35,17,29.4,"Asia","Singapore"
"SRB",2016-10-01,0,8,3,1,103,82,1.2,"Europe","Serbia"
"SVK",2016-10-01,2,5,3,4,42,22,18.2,"Europe","Slovakia"
"SVN",2016-10-01,1,17,6,11,72,38,28.9,"Europe","Slovenia"
"SWE",2016-10-01,56,281,139,121,1112,558,21.7,"Europe","Sweden"
"THA",2016-10-01,4,11,6,11,57,27,40.7,"Asia","Thailand"
"TUN",2016-10-01,3,6,3,14,58,29,48.3,"Africa","Tunisia"
"TUR",2016-10-01,1,16,9,60,298,156,38.5,"Europe","Turkey"
"TWN",2016-10-01,2,4,2,5,36,17,29.4,"Asia","Taiwan"
"USA",2016-10-01,16,179,106,178,2039,1019,17.5,"Americas","United States"
"VNM",2016-10-01,1,1,1,1,7,4,25,"Asia","Vietnam"
"ZAF",2016-10-01,2,4,2,16,69,35,45.7,"Africa","South Africa"
"AGO",2016-11-01,17,40,23,122,376,218,56,"Africa","Angola"
"ALB",2016-11-01,0,4,3,2,15,8,25,"Europe","Albania"
"ARE",2016-11-01,1,1,1,25,68,31,80.6,"Africa","United Arab Emirates"
"ARG",2016-11-01,2,11,6,27,259,122,22.1,"Americas","Argentina"
"AUS",2016-11-01,1,22,10,32,381,187,17.1,"Asia","Australia"
"AUT",2016-11-01,2,25,12,92,1447,733,12.6,"Europe","Austria"
"BEL",2016-11-01,17,181,93,212,2648,1293,16.4,"Europe","Belgium"
"BGR",2016-11-01,0,4,2,8,82,43,18.6,"Europe","Bulgaria"
"BRA",2016-11-01,38,191,98,318,2143,1005,31.6,"Americas","Brazil"
"CHE",2016-11-01,15,129,70,165,1947,931,17.7,"Europe","Switzerland"
"CHL",2016-11-01,0,2,1,9,93,44,20.5,"Americas","Chile"
"CHN",2016-11-01,22,138,74,336,2333,1153,29.1,"Asia","China"
"CIV",2016-11-01,0,2,1,0,6,3,0,"Africa","Côte d’Ivoire"
"COL",2016-11-01,4,7,4,12,76,37,32.4,"Americas","Colombia"
"CPV",2016-11-01,0,3,2,9,27,16,56.2,"Africa","Cape Verde"
"CYP",2016-11-01,1,8,8,3,29,21,14.3,"Europe","Cyprus"
"CZE",2016-11-01,2,16,9,21,212,118,17.8,"Europe","Czechia"
"DEU",2016-11-01,54,384,218,518,8109,4200,12.3,"Europe","Germany"
"DNK",2016-11-01,1,25,16,34,434,208,16.3,"Europe","Denmark"
"DZA",2016-11-01,0,4,3,13,116,69,18.8,"Africa","Algeria"
"EGY",2016-11-01,4,7,5,7,47,28,25,"Africa","Egypt"
"ESP",2016-11-01,65,458,247,1113,11398,5388,20.7,"Europe","Spain"
"EST",2016-11-01,0,8,7,9,109,52,17.3,"Europe","Estonia"
"FIN",2016-11-01,2,45,28,33,533,261,12.6,"Europe","Finland"
"FRA",2016-11-01,42,940,483,859,12373,6041,14.2,"Europe","France"
"GBR",2016-11-01,93,749,389,1033,13256,6626,15.6,"Europe","United Kingdom"
"GHA",2016-11-01,1,2,1,1,2,1,100,"Africa","Ghana"
"GRC",2016-11-01,3,15,9,18,130,78,23.1,"Europe","Greece"
"HRV",2016-11-01,0,15,11,10,104,53,18.9,"Europe","Croatia"
"HUN",2016-11-01,12,33,19,41,234,121,33.9,"Europe","Hungary"
"IDN",2016-11-01,1,2,1,6,19,10,60,"Asia","Indonesia"
"IND",2016-11-01,6,32,17,22,187,90,24.4,"Asia","India"
"IRL",2016-11-01,20,201,101,361,3871,1896,19,"Europe","Ireland"
"ISL",2016-11-01,0,1,1,3,42,22,13.6,"Europe","Iceland"
"ISR",2016-11-01,4,23,15,96,781,383,25.1,"Africa","Israel"
"ITA",2016-11-01,59,322,164,682,4574,2220,30.7,"Europe","Italy"
"JEY",2016-11-01,1,2,1,4,8,4,100,"Europe","Jersey"
"JPN",2016-11-01,0,9,6,15,216,110,13.6,"Asia","Japan"
"KOR",2016-11-01,2,10,5,22,132,66,33.3,"Asia","South Korea"
"KWT",2016-11-01,0,2,1,2,18,9,22.2,"Africa","Kuwait"
"LTU",2016-11-01,0,17,10,3,105,54,5.6,"Europe","Lithuania"
"LUX",2016-11-01,10,21,14,38,290,140,27.1,"Europe","Luxembourg"
"LVA",2016-11-01,1,14,9,3,67,35,8.6,"Europe","Latvia"
"MAR",2016-11-01,6,26,12,48,318,141,34,"Africa","Morocco"
"MDV",2016-11-01,1,2,1,3,8,4,75,"Asia","Maldives"
"MEX",2016-11-01,0,5,3,6,87,45,13.3,"Americas","Mexico"
"MKD",2016-11-01,0,7,7,2,16,10,20,"Europe","North Macedonia"
"MLT",2016-11-01,1,9,5,3,22,12,25,"Africa","Malta"
"MNE",2016-11-01,0,4,3,0,4,3,0,"Europe","Montenegro"
"MOZ",2016-11-01,0,3,3,10,61,35,28.6,"Africa","Mozambique"
"MYS",2016-11-01,1,6,3,2,34,17,11.8,"Asia","Malaysia"
"NGA",2016-11-01,3,6,3,14,39,19,73.7,"Africa","Nigeria"
"NLD",2016-11-01,18,209,115,183,2450,1233,14.8,"Europe","Netherlands"
"NOR",2016-11-01,5,66,38,55,629,306,18,"Europe","Norway"
"NULL",2016-11-01,0,26,19,45,525,364,12.4,"Other","Other"
"NZL",2016-11-01,0,4,2,3,90,49,6.1,"Asia","New Zealand"
"PAK",2016-11-01,1,2,1,6,12,7,85.7,"Asia","Pakistan"
"PER",2016-11-01,3,4,3,4,26,16,25,"Americas","Peru"
"PHL",2016-11-01,1,1,1,4,16,8,50,"Asia","Philippines"
"POL",2016-11-01,11,126,74,112,1209,596,18.8,"Europe","Poland"
"ROU",2016-11-01,8,68,33,56,563,274,20.4,"Europe","Romania"
"RUS",2016-11-01,4,33,19,102,665,334,30.5,"Europe","Russia"
"SAU",2016-11-01,5,9,5,25,64,33,75.8,"Africa","Saudi Arabia"
"SEN",2016-11-01,1,1,1,2,7,4,50,"Africa","Senegal"
"SGP",2016-11-01,0,4,2,5,39,19,26.3,"Asia","Singapore"
"SRB",2016-11-01,0,2,1,1,105,83,1.2,"Europe","Serbia"
"SVK",2016-11-01,0,8,5,4,50,27,14.8,"Europe","Slovakia"
"SVN",2016-11-01,1,14,7,12,86,45,26.7,"Europe","Slovenia"
"SWE",2016-11-01,12,76,42,133,1188,600,22.2,"Europe","Sweden"
"THA",2016-11-01,0,38,20,11,95,47,23.4,"Asia","Thailand"
"TUR",2016-11-01,6,20,10,66,318,166,39.8,"Europe","Turkey"
"TWN",2016-11-01,1,10,7,6,46,24,25,"Asia","Taiwan"
"UKR",2016-11-01,3,29,15,11,94,48,22.9,"Europe","Ukraine"
"USA",2016-11-01,12,101,51,190,2140,1070,17.8,"Americas","United States"
"VNM",2016-11-01,1,3,1,2,10,5,40,"Asia","Vietnam"
"ZAF",2016-11-01,1,6,3,17,75,38,44.7,"Africa","South Africa"
"AGO",2016-12-01,12,25,14,134,401,232,57.8,"Africa","Angola"
"ARE",2016-12-01,2,4,2,27,72,33,81.8,"Africa","United Arab Emirates"
"ARG",2016-12-01,0,6,2,27,265,124,21.8,"Americas","Argentina"
